x_max,signal,k,gamma,peak_omega,abs_gap,rel_gap
50000000000,theta_norm,2,21.022039639,21.094753994728823,0.07271435572882368,0.0034589581685463247
50000000000,theta_norm,3,25.01085758,24.989170116832607,0.02168746316739245,0.0008671219328654644
50000000000,theta_norm,4,30.424876126,30.5062596231463,0.08138349714629811,0.002674899868425453
50000000000,theta_norm,5,32.935061588,32.77800236104017,0.15705922695983077,0.004768754615508471
50000000000,theta_norm,6,37.586178159,37.6460225136699,0.05984435466989879,0.0015921904700376959
50000000000,theta_norm,7,40.918719012,40.89136928208973,0.02734972991027007,0.0006683916449644813
50000000000,theta_norm,8,43.327073281,43.1631120199836,0.16396126101639652,0.0037842680938317066
50000000000,theta_norm,9,48.005150881,48.031132172613326,0.025981291613327073,0.0005412188304070143
50000000000,theta_norm,10,49.773832478,49.65380555682324,0.12002692117676617,0.0024114462399458182
50000000000,psi_norm,1,14.134725141,14.279525781047203,0.14480064004720283,0.010244319475812495
50000000000,psi_norm,2,21.022039639,21.094753994728823,0.07271435572882368,0.0034589581685463247
50000000000,psi_norm,3,25.01085758,24.989170116832607,0.02168746316739245,0.0008671219328654644
50000000000,psi_norm,4,30.424876126,30.5062596231463,0.08138349714629811,0.002674899868425453
50000000000,psi_norm,5,32.935061588,32.77800236104017,0.15705922695983077,0.004768754615508471
50000000000,psi_norm,6,37.586178159,37.6460225136699,0.05984435466989879,0.0015921904700376959
50000000000,psi_norm,7,40.918719012,40.89136928208973,0.02734972991027007,0.0006683916449644813
50000000000,psi_norm,8,43.327073281,43.48764669682558,0.16057341582558138,0.0037060757550867584
50000000000,psi_norm,9,48.005150881,48.031132172613326,0.025981291613327073,0.0005412188304070143
50000000000,psi_norm,10,49.773832478,49.65380555682324,0.12002692117676617,0.0024114462399458182
100000000000,theta_norm,1,14.134725141,14.09820748481273,0.036517656187269765,0.002583542008987818
100000000000,theta_norm,2,21.022039639,20.990664477387845,0.03137516161215359,0.0014924889378453328
100000000000,theta_norm,3,25.01085758,25.063479973000412,0.05262239300041216,0.002103981953921156
100000000000,theta_norm,4,30.424876126,30.389469467263,0.03540665873699922,0.0011637404402360728
100000000000,theta_norm,5,32.935061588,32.895817464563045,0.03924412343695849,0.0011915606513168693
100000000000,theta_norm,6,37.586178159,37.59521995950062,0.009041800500618535,0.00024056184862342753
100000000000,theta_norm,7,40.918719012,41.04144845578818,0.12272944378818096,0.0029993471631452784
100000000000,theta_norm,8,43.327073281,43.23450295342571,0.09257032757428618,0.0021365469800814028
100000000000,theta_norm,9,48.005150881,47.93390544836329,0.07124543263670802,0.0014841205855871252
100000000000,theta_norm,10,49.773832478,49.81366644633832,0.03983396833831421,0.0008002994014158101
100000000000,psi_norm,1,14.134725141,14.09820748481273,0.036517656187269765,0.002583542008987818
100000000000,psi_norm,2,21.022039639,20.990664477387845,0.03137516161215359,0.0014924889378453328
100000000000,psi_norm,3,25.01085758,25.063479973000412,0.05262239300041216,0.002103981953921156
100000000000,psi_norm,4,30.424876126,30.389469467263,0.03540665873699922,0.0011637404402360728
100000000000,psi_norm,5,32.935061588,32.895817464563045,0.03924412343695849,0.0011915606513168693
100000000000,psi_norm,6,37.586178159,37.59521995950062,0.009041800500618535,0.00024056184862342753
100000000000,psi_norm,7,40.918719012,41.04144845578818,0.12272944378818096,0.0029993471631452784
100000000000,psi_norm,8,43.327073281,43.23450295342571,0.09257032757428618,0.0021365469800814028
100000000000,psi_norm,9,48.005150881,47.93390544836329,0.07124543263670802,0.0014841205855871252
100000000000,psi_norm,10,49.773832478,49.81366644633832,0.03983396833831421,0.0008002994014158101
