x_max,signal,peak_omega,amp_norm
1000000000,theta_norm,52.869189239661466,0.26808648748135555
1000000000,theta_norm,56.52936387933034,0.24636083952469254
1000000000,psi_norm,13.827326416526844,0.7115501994784807
1000000000,psi_norm,14.234012487601163,1.0
1000000000,psi_norm,14.640698558675483,0.33441138527880504
1000000000,psi_norm,20.740989624790267,0.5046332346976964
1000000000,psi_norm,21.147675695864585,0.6506780675563496
1000000000,psi_norm,24.807850335533455,0.4948329214370025
1000000000,psi_norm,25.214536406607774,0.4939034082794801
1000000000,psi_norm,30.094769259499603,0.30739844317655296
1000000000,psi_norm,30.501455330573922,0.4692586260362809
1000000000,psi_norm,32.94157175701984,0.44918057069809825
1000000000,psi_norm,37.41511853883734,0.34727513071282895
1000000000,psi_norm,37.821804609911666,0.31764488313819633
1000000000,psi_norm,40.668607107431896,0.27181273776775455
1000000000,psi_norm,41.075293178506215,0.3240592842315554
1000000000,psi_norm,43.10872353387781,0.2827648243002169
1000000000,psi_norm,43.515409604952126,0.29214346096759414
1000000000,psi_norm,47.98895638676964,0.31061372723173897
1000000000,psi_norm,49.61570067106691,0.26882666926655163
1000000000,psi_norm,52.869189239661466,0.26537800703735764
1000000000,psi_norm,59.37616637685057,0.25236567123856124
3000000000,theta_norm,13.669521438368495,0.3435114462945528
3000000000,theta_norm,14.049230367212065,1.0
3000000000,theta_norm,14.428939296055633,0.6954540253899554
3000000000,theta_norm,20.88399108639631,0.6239008316247167
3000000000,theta_norm,21.263700015239884,0.5217961973797213
3000000000,theta_norm,24.681080374832007,0.3571236198626839
3000000000,theta_norm,25.060789303675577,0.5725863477660018
3000000000,theta_norm,30.376714307485543,0.4626034282485529
3000000000,theta_norm,30.75642323632912,0.27858486976176977
3000000000,theta_norm,32.65496788054696,0.3088378445572816
3000000000,theta_norm,33.03467680939053,0.4254680053021066
3000000000,theta_norm,37.591183955513365,0.3964846531654227
3000000000,theta_norm,41.00856431510549,0.3345104526884595
3000000000,theta_norm,43.28681788816691,0.33923816839082926
3000000000,theta_norm,47.843325034289734,0.2725893460157879
3000000000,theta_norm,48.223033963133304,0.24054702353587334
3000000000,theta_norm,49.741869678507584,0.2942147391226482
3000000000,theta_norm,52.77954110925614,0.23737796349825463
3000000000,theta_norm,56.57663039769183,0.2357656580437077
3000000000,theta_norm,60.753428614971085,0.2405276530537873
3000000000,psi_norm,13.669521438368495,0.35067846294562116
3000000000,psi_norm,14.049230367212065,1.0
3000000000,psi_norm,14.428939296055633,0.6901523730979682
3000000000,psi_norm,20.88399108639631,0.634558486079302
3000000000,psi_norm,21.263700015239884,0.5258882089751489
3000000000,psi_norm,24.681080374832007,0.35104143594081194
3000000000,psi_norm,25.060789303675577,0.5732797192183468
3000000000,psi_norm,30.376714307485543,0.47111967099251895
3000000000,psi_norm,30.75642323632912,0.2859292199766576
3000000000,psi_norm,32.65496788054696,0.3134386754974491
3000000000,psi_norm,33.03467680939053,0.4261997084421895
3000000000,psi_norm,37.591183955513365,0.39037342029872435
3000000000,psi_norm,40.62885538626192,0.23450360568832163
3000000000,psi_norm,41.00856431510549,0.34165930096638125
3000000000,psi_norm,43.28681788816691,0.3357381388855509
3000000000,psi_norm,47.843325034289734,0.27458308447790214
3000000000,psi_norm,48.223033963133304,0.24606847666898649
3000000000,psi_norm,49.741869678507584,0.2911352940609428
3000000000,psi_norm,56.57663039769183,0.23631658505396033
3000000000,psi_norm,60.753428614971085,0.24062553958096772
5000000000,theta_norm,13.628812879366953,0.2603906103369925
5000000000,theta_norm,13.997159173403896,1.0
5000000000,theta_norm,14.36550546744084,0.8531258930294459
5000000000,theta_norm,20.627392466068898,0.32233331540964166
5000000000,theta_norm,20.995738760105844,0.7220812356285818
5000000000,theta_norm,21.36408505414279,0.406310733104908
5000000000,theta_norm,24.679201700475293,0.3657813019551035
5000000000,theta_norm,25.047547994512236,0.6121089085516878
5000000000,theta_norm,25.41589428854918,0.2609326654683962
5000000000,theta_norm,30.204396111029464,0.3948022068549509
5000000000,theta_norm,30.572742405066407,0.4484009420479643
5000000000,theta_norm,32.78282016928807,0.4248340796083077
5000000000,theta_norm,33.15116646332502,0.37575606772263676
5000000000,theta_norm,37.57132199176836,0.41988735238901137
5000000000,theta_norm,40.886438638100856,0.3666953395017601
5000000000,theta_norm,43.09651640232252,0.28228472870843224
5000000000,theta_norm,43.46486269635947,0.3273779031375479
5000000000,theta_norm,47.885018224802806,0.30321498228491417
5000000000,theta_norm,49.72674969498753,0.30954937644567965
5000000000,theta_norm,53.04186634132003,0.2849380377080884
5000000000,psi_norm,13.628812879366953,0.26593304669734463
5000000000,psi_norm,13.997159173403896,1.0
5000000000,psi_norm,14.36550546744084,0.8447450953769509
5000000000,psi_norm,20.627392466068898,0.32457969490479627
5000000000,psi_norm,20.995738760105844,0.7308051314604944
5000000000,psi_norm,21.36408505414279,0.40300049719979725
5000000000,psi_norm,24.679201700475293,0.35868585681407733
5000000000,psi_norm,25.047547994512236,0.6108964758238872
5000000000,psi_norm,30.204396111029464,0.3970822828109124
5000000000,psi_norm,30.572742405066407,0.4573424472871251
5000000000,psi_norm,32.78282016928807,0.4273691577362812
5000000000,psi_norm,33.15116646332502,0.37469421395502683
5000000000,psi_norm,37.57132199176836,0.4131993786557489
5000000000,psi_norm,40.886438638100856,0.3717194905692834
5000000000,psi_norm,43.09651640232252,0.27797948513409876
5000000000,psi_norm,43.46486269635947,0.3275317340605275
5000000000,psi_norm,47.885018224802806,0.3053803078888702
5000000000,psi_norm,49.72674969498753,0.3060886438647187
